"Year","Month","SKU","Category","Units","GrossSales"
"2019","5",5692689,"Canned Goods","881.00","7884.95"
"2018","12",5703857,"Refrigerated","25.00","374.75"
"2019","1",5703857,"Refrigerated","26.00","389.74"
"2019","2",5703857,"Refrigerated","27.00","404.73"
"2019","3",5703857,"Refrigerated","26.00","389.74"
"2019","4",5703857,"Refrigerated","26.00","389.74"
"2019","5",5703857,"Refrigerated","27.00","404.73"
"2018","11",5707628,"Freezer","202.00","2777.50"
"2018","12",5707628,"Freezer","212.00","2915.00"
"2019","1",5707628,"Freezer","220.00","3025.00"
"2019","2",5707628,"Freezer","218.00","2997.50"
"2019","3",5707628,"Freezer","227.00","3121.25"
"2019","4",5707628,"Freezer","234.00","3217.50"
"2019","5",5707628,"Freezer","241.00","3313.75"
"2018","12",5730555,"International","621.00","6178.95"
"2019","1",5730555,"International","609.00","6059.55"
"2019","2",5730555,"International","633.00","6298.35"
"2019","3",5730555,"International","620.00","6169.00"
"2019","4",5730555,"International","626.00","6228.70"
"2019","5",5730555,"International","676.00","6726.20"
"2018","11",5746623,"Refrigerated","454.00","454.00"
"2018","12",5746623,"Refrigerated","477.00","477.00"
"2019","1",5746623,"Refrigerated","472.00","472.00"
"2019","2",5746623,"Refrigerated","467.00","467.00"
"2019","3",5746623,"Refrigerated","490.00","490.00"
"2019","4",5746623,"Refrigerated","500.00","500.00"
"2019","5",5746623,"Refrigerated","495.00","495.00"
"2018","11",5794480,"Refrigerated","901.00","15271.95"
"2018","12",5794480,"Refrigerated","946.00","16034.70"
"2018","12",5794480,"Refrigerated","946.00","16034.70"
"2019","1",5794480,"Refrigerated","927.00","15712.65"
"2019","1",5794480,"Refrigerated","927.00","15712.65"
"2019","2",5794480,"Refrigerated","908.00","15390.60"
"2019","2",5794480,"Refrigerated","908.00","15390.60"
"2019","3",5794480,"Refrigerated","899.00","15238.05"
"2019","3",5794480,"Refrigerated","899.00","15238.05"
"2019","4",5794480,"Refrigerated","944.00","16000.80"
"2019","4",5794480,"Refrigerated","944.00","16000.80"
"2019","5",5794480,"Refrigerated","897.00","15204.15"
"2019","5",5794480,"Refrigerated","897.00","15204.15"
"2018","11",5842223,"Produce","66.00","33.00"
"2018","12",5842223,"Produce","67.00","33.50"
"2018","12",5842223,"Produce","67.00","33.50"
"2019","1",5842223,"Produce","68.00","34.00"
"2019","1",5842223,"Produce","68.00","34.00"
"2019","2",5842223,"Produce","67.00","33.50"
"2019","2",5842223,"Produce","67.00","33.50"
"2019","3",5842223,"Produce","66.00","33.00"
"2019","3",5842223,"Produce","66.00","33.00"
"2019","4",5842223,"Produce","69.00","34.50"
"2019","4",5842223,"Produce","69.00","34.50"
"2019","5",5842223,"Produce","68.00","34.00"
"2019","5",5842223,"Produce","68.00","34.00"
"2018","11",5845019,"Dairy","516.00","4122.84"
"2018","12",5845019,"Dairy","526.00","4202.74"
"2018","12",5845019,"Dairy","526.00","4202.74"
"2019","1",5845019,"Dairy","526.00","4202.74"
"2019","1",5845019,"Dairy","526.00","4202.74"
"2019","2",5845019,"Dairy","537.00","4290.63"
"2019","2",5845019,"Dairy","537.00","4290.63"
"2019","3",5845019,"Dairy","558.00","4458.42"
"2019","3",5845019,"Dairy","558.00","4458.42"
"2019","4",5845019,"Dairy","558.00","4458.42"
"2019","4",5845019,"Dairy","558.00","4458.42"
"2019","5",5845019,"Dairy","569.00","4546.31"
"2019","5",5845019,"Dairy","569.00","4546.31"
"2018","11",5852852,"Sodas and Drinks","654.00","12419.46"
"2018","12",5852852,"Sodas and Drinks","634.00","12039.66"
"2018","12",5852852,"Sodas and Drinks","634.00","12039.66"
"2019","1",5852852,"Sodas and Drinks","628.00","11925.72"
"2019","1",5852852,"Sodas and Drinks","628.00","11925.72"
"2019","2",5852852,"Sodas and Drinks","647.00","12286.53"
"2019","2",5852852,"Sodas and Drinks","647.00","12286.53"
"2019","3",5852852,"Sodas and Drinks","641.00","12172.59"
"2019","3",5852852,"Sodas and Drinks","641.00","12172.59"
"2019","4",5852852,"Sodas and Drinks","628.00","11925.72"
"2019","4",5852852,"Sodas and Drinks","628.00","11925.72"
"2019","5",5852852,"Sodas and Drinks","641.00","12172.59"
"2019","5",5852852,"Sodas and Drinks","641.00","12172.59"
"2018","12",5865188,"Sodas and Drinks","934.00","15411.00"
"2019","1",5865188,"Sodas and Drinks","934.00","15411.00"
"2019","2",5865188,"Sodas and Drinks","934.00","15411.00"
"2019","3",5865188,"Sodas and Drinks","915.00","15097.50"
"2019","4",5865188,"Sodas and Drinks","924.00","15246.00"
"2019","5",5865188,"Sodas and Drinks","924.00","15246.00"
"2018","11",5876693,"Refrigerated","219.00","2179.05"
"2018","12",5876693,"Refrigerated","226.00","2248.70"
"2019","1",5876693,"Refrigerated","235.00","2338.25"
"2019","2",5876693,"Refrigerated","242.00","2407.90"
"2019","3",5876693,"Refrigerated","252.00","2507.40"
"2019","4",5876693,"Refrigerated","255.00","2537.25"
"2019","5",5876693,"Refrigerated","250.00","2487.50"
"2018","12",5882365,"Sodas and Drinks","1008.00","11037.60"
"2019","1",5882365,"Sodas and Drinks","1018.00","11147.10"
"2019","2",5882365,"Sodas and Drinks","1028.00","11256.60"
"2019","3",5882365,"Sodas and Drinks","1049.00","11486.55"
"2019","4",5882365,"Sodas and Drinks","1049.00","11486.55"
"2019","5",5882365,"Sodas and Drinks","1028.00","11256.60"
"2018","11",5901044,"Produce","95.00","1899.05"
"2018","12",5901044,"Produce","100.00","1999.00"
"2019","1",5901044,"Produce","101.00","2018.99"
"2019","2",5901044,"Produce","99.00","1979.01"
"2019","3",5901044,"Produce","104.00","2078.96"
"2019","4",5901044,"Produce","103.00","2058.97"
"2019","5",5901044,"Produce","107.00","2138.93"
"2018","12",5902837,"Snacks","860.00","14611.40"
"2019","1",5902837,"Snacks","903.00","15341.97"
"2019","2",5902837,"Snacks","939.00","15953.61"
"2019","3",5902837,"Snacks","958.00","16276.42"
"2019","4",5902837,"Snacks","977.00","16599.23"
"2019","5",5902837,"Snacks","1045.00","17754.55"
"2018","11",5915110,"Produce","81.00","1133.19"
"2018","12",5915110,"Produce","79.00","1105.21"
"2019","1",5915110,"Produce","81.00","1133.19"
"2019","2",5915110,"Produce","79.00","1105.21"
"2019","3",5915110,"Produce","80.00","1119.20"
"2019","4",5915110,"Produce","78.00","1091.22"
"2019","5",5915110,"Produce","74.00","1035.26"
"2018","12",5922375,"Dairy","19.00","303.81"
"2019","1",5922375,"Dairy","19.00","303.81"
"2019","2",5922375,"Dairy","19.00","303.81"
"2019","3",5922375,"Dairy","18.00","287.82"
"2019","4",5922375,"Dairy","18.00","287.82"
"2019","5",5922375,"Dairy","18.00","287.82"
"2018","11",5929631,"Produce","445.00","7542.75"
"2018","12",5929631,"Produce","441.00","7474.95"
"2019","1",5929631,"Produce","441.00","7474.95"
"2019","2",5929631,"Produce","437.00","7407.15"
"2019","3",5929631,"Produce","459.00","7780.05"
"2019","4",5929631,"Produce","445.00","7542.75"
"2019","5",5929631,"Produce","458.00","7763.10"
"2018","12",5936627,"Snacks","685.00","1363.15"
"2019","1",5936627,"Snacks","664.00","1321.36"
"2019","2",5936627,"Snacks","684.00","1361.16"
"2019","3",5936627,"Snacks","677.00","1347.23"
"2019","4",5936627,"Snacks","657.00","1307.43"
"2019","5",5936627,"Snacks","716.00","1424.84"
"2018","11",5943627,"Produce","527.00","9222.50"
"2018","12",5943627,"Produce","553.00","9677.50"
"2019","1",5943627,"Produce","581.00","10167.50"
"2019","2",5943627,"Produce","598.00","10465.00"
"2019","3",5943627,"Produce","628.00","10990.00"
"2019","4",5943627,"Produce","628.00","10990.00"
"2019","5",5943627,"Produce","678.00","11865.00"
"2018","12",5946741,"Produce","471.00","1408.29"
"2019","1",5946741,"Produce","476.00","1423.24"
"2019","2",5946741,"Produce","481.00","1438.19"
"2019","3",5946741,"Produce","476.00","1423.24"
"2019","4",5946741,"Produce","495.00","1480.05"
"2019","5",5946741,"Produce","485.00","1450.15"
"2018","11",5948799,"Sodas and Drinks","439.00","7880.05"
"2018","12",5948799,"Sodas and Drinks","430.00","7718.50"
"2019","1",5948799,"Sodas and Drinks","434.00","7790.30"
"2019","2",5948799,"Sodas and Drinks","425.00","7628.75"
"2019","3",5948799,"Sodas and Drinks","425.00","7628.75"
"2019","4",5948799,"Sodas and Drinks","438.00","7862.10"
"2019","5",5948799,"Sodas and Drinks","429.00","7700.55"
"2018","12",5960736,"Baby","422.00","3793.78"
"2019","1",5960736,"Baby","430.00","3865.70"
"2019","2",5960736,"Baby","452.00","4063.48"
"2019","3",5960736,"Baby","452.00","4063.48"
"2019","4",5960736,"Baby","470.00","4225.30"
"2019","5",5960736,"Baby","503.00","4521.97"
"2018","11",5960998,"Produce","651.00","11711.49"
"2018","12",5960998,"Produce","631.00","11351.69"
"2019","1",5960998,"Produce","625.00","11243.75"
"2019","2",5960998,"Produce","613.00","11027.87"
"2019","3",5960998,"Produce","638.00","11477.62"
"2019","4",5960998,"Produce","651.00","11711.49"
"2019","5",5960998,"Produce","697.00","12539.03"
"2018","12",5962166,"Canned Goods","334.00","6008.66"
"2019","1",5962166,"Canned Goods","324.00","5828.76"
"2019","2",5962166,"Canned Goods","318.00","5720.82"
"2019","3",5962166,"Canned Goods","315.00","5666.85"
"2019","4",5962166,"Canned Goods","309.00","5558.91"
"2019","5",5962166,"Canned Goods","318.00","5720.82"
"2018","11",5975968,"International","54.00","621.00"
"2018","12",5975968,"International","57.00","655.50"
"2019","1",5975968,"International","58.00","667.00"
"2019","2",5975968,"International","59.00","678.50"
"2019","3",5975968,"International","61.00","701.50"
"2019","4",5975968,"International","63.00","724.50"
"2019","5",5975968,"International","64.00","736.00"
"2018","12",5980722,"Baby","643.00","8969.85"
"2019","1",5980722,"Baby","624.00","8704.80"
"2019","2",5980722,"Baby","643.00","8969.85"
"2019","3",5980722,"Baby","662.00","9234.90"
"2019","4",5980722,"Baby","675.00","9416.25"
"2019","5",5980722,"Baby","689.00","9611.55"
"2018","11",5992350,"Canned Goods","50.00","749.50"
"2018","12",5992350,"Canned Goods","53.00","794.47"
"2019","1",5992350,"Canned Goods","52.00","779.48"
"2019","2",5992350,"Canned Goods","54.00","809.46"
"2019","3",5992350,"Canned Goods","56.00","839.44"
"2019","4",5992350,"Canned Goods","54.00","809.46"
"2019","5",5992350,"Canned Goods","55.00","824.45"
"2018","12",6008597,"Produce","615.00","12761.25"
"2019","1",6008597,"Produce","646.00","13404.50"
"2019","2",6008597,"Produce","678.00","14068.50"
"2019","3",6008597,"Produce","692.00","14359.00"
"2019","4",6008597,"Produce","685.00","14213.75"
"2019","5",6008597,"Produce","712.00","14774.00"
"2018","11",6010275,"Baby","9.00","170.55"
"2018","12",6010275,"Baby","9.00","170.55"
"2019","1",6010275,"Baby","9.00","170.55"
"2019","2",6010275,"Baby","9.00","170.55"
"2019","3",6010275,"Baby","9.00","170.55"
"2019","4",6010275,"Baby","9.00","170.55"
"2019","5",6010275,"Baby","10.00","189.50"
"2018","12",6017460,"Refrigerated","239.00","2148.61"
"2019","1",6017460,"Refrigerated","237.00","2130.63"
"2019","2",6017460,"Refrigerated","244.00","2193.56"
"2019","3",6017460,"Refrigerated","246.00","2211.54"
"2019","4",6017460,"Refrigerated","241.00","2166.59"
"2019","5",6017460,"Refrigerated","251.00","2256.49"
"2018","11",6020318,"Produce","933.00","16747.35"
"2018","12",6020318,"Produce","914.00","16406.30"
"2019","1",6020318,"Produce","905.00","16244.75"
"2019","2",6020318,"Produce","905.00","16244.75"
"2019","3",6020318,"Produce","905.00","16244.75"
"2019","4",6020318,"Produce","932.00","16729.40"
"2019","5",6020318,"Produce","885.00","15885.75"
"2018","12",6029073,"Snacks","692.00","4837.08"
"2019","1",6029073,"Snacks","727.00","5081.73"
"2019","2",6029073,"Snacks","705.00","4927.95"
"2019","3",6029073,"Snacks","705.00","4927.95"
"2019","4",6029073,"Snacks","733.00","5123.67"
"2019","5",6029073,"Snacks","755.00","5277.45"
"2018","11",6034244,"Snacks","658.00","658.00"
"2018","12",6034244,"Snacks","678.00","678.00"
"2019","1",6034244,"Snacks","692.00","692.00"
"2019","2",6034244,"Snacks","720.00","720.00"
"2019","3",6034244,"Snacks","720.00","720.00"
"2019","4",6034244,"Snacks","742.00","742.00"
"2019","5",6034244,"Snacks","749.00","749.00"
"2018","12",6047515,"Dairy","422.00","4620.90"
"2019","1",6047515,"Dairy","439.00","4807.05"
"2019","2",6047515,"Dairy","443.00","4850.85"
"2019","3",6047515,"Dairy","461.00","5047.95"
"2019","4",6047515,"Dairy","475.00","5201.25"
"2019","5",6047515,"Dairy","494.00","5409.30"
"2018","11",6050202,"Freezer","313.00","5305.35"
"2018","12",6050202,"Freezer","326.00","5525.70"
"2019","1",6050202,"Freezer","329.00","5576.55"
"2019","2",6050202,"Freezer","322.00","5457.90"
"2019","3",6050202,"Freezer","316.00","5356.20"
"2019","4",6050202,"Freezer","316.00","5356.20"
"2019","5",6050202,"Freezer","316.00","5356.20"
"2018","12",6052074,"Freezer","790.00","2172.50"
"2019","1",6052074,"Freezer","830.00","2282.50"
"2019","2",6052074,"Freezer","805.00","2213.75"
"2019","3",6052074,"Freezer","781.00","2147.75"
"2019","4",6052074,"Freezer","789.00","2169.75"
"2019","5",6052074,"Freezer","750.00","2062.50"
"2018","11",6070737,"Snacks","563.00","2809.37"
"2018","12",6070737,"Snacks","552.00","2754.48"
"2019","1",6070737,"Snacks","546.00","2724.54"
"2019","2",6070737,"Snacks","568.00","2834.32"
"2019","3",6070737,"Snacks","551.00","2749.49"
"2019","4",6070737,"Snacks","579.00","2889.21"
"2019","5",6070737,"Snacks","579.00","2889.21"
"2018","11",6085085,"Dairy","609.00","4256.91"
"2018","12",6085085,"Dairy","633.00","4424.67"
"2018","12",6085085,"Dairy","633.00","4424.67"
"2019","1",6085085,"Dairy","614.00","4291.86"
"2019","1",6085085,"Dairy","614.00","4291.86"
"2019","2",6085085,"Dairy","620.00","4333.80"
"2019","2",6085085,"Dairy","620.00","4333.80"
"2019","3",6085085,"Dairy","632.00","4417.68"
"2019","3",6085085,"Dairy","632.00","4417.68"
"2019","4",6085085,"Dairy","657.00","4592.43"
"2019","4",6085085,"Dairy","657.00","4592.43"
"2019","5",6085085,"Dairy","716.00","5004.84"
"2019","5",6085085,"Dairy","716.00","5004.84"
"2018","11",6090826,"Freezer","832.00","13270.40"
"2018","12",6090826,"Freezer","840.00","13398.00"
"2018","12",6090826,"Freezer","840.00","13398.00"
"2019","1",6090826,"Freezer","832.00","13270.40"
"2019","1",6090826,"Freezer","832.00","13270.40"
"2019","2",6090826,"Freezer","865.00","13796.75"
"2019","2",6090826,"Freezer","865.00","13796.75"
"2019","3",6090826,"Freezer","882.00","14067.90"
"2019","3",6090826,"Freezer","882.00","14067.90"
"2019","4",6090826,"Freezer","926.00","14769.70"
"2019","4",6090826,"Freezer","926.00","14769.70"
"2019","5",6090826,"Freezer","963.00","15359.85"
"2019","5",6090826,"Freezer","963.00","15359.85"
"2018","11",6141304,"Dairy","687.00","12331.65"
"2018","12",6141304,"Dairy","687.00","12331.65"
"2018","12",6141304,"Dairy","687.00","12331.65"
"2019","1",6141304,"Dairy","694.00","12457.30"
"2019","1",6141304,"Dairy","694.00","12457.30"
"2019","2",6141304,"Dairy","694.00","12457.30"
"2019","2",6141304,"Dairy","694.00","12457.30"
"2019","3",6141304,"Dairy","673.00","12080.35"
"2019","3",6141304,"Dairy","673.00","12080.35"
"2019","4",6141304,"Dairy","660.00","11847.00"
"2019","4",6141304,"Dairy","660.00","11847.00"
"2019","5",6141304,"Dairy","680.00","12206.00"
"2019","5",6141304,"Dairy","680.00","12206.00"
"2018","11",6179237,"Refrigerated","647.00","10675.50"
"2018","12",6179237,"Refrigerated","679.00","11203.50"
"2018","12",6179237,"Refrigerated","679.00","11203.50"
"2019","1",6179237,"Refrigerated","693.00","11434.50"
"2019","1",6179237,"Refrigerated","693.00","11434.50"
"2019","2",6179237,"Refrigerated","700.00","11550.00"
"2019","2",6179237,"Refrigerated","700.00","11550.00"
"2019","3",6179237,"Refrigerated","721.00","11896.50"
"2019","3",6179237,"Refrigerated","721.00","11896.50"
"2019","4",6179237,"Refrigerated","699.00","11533.50"
"2019","4",6179237,"Refrigerated","699.00","11533.50"
"2019","5",6179237,"Refrigerated","664.00","10956.00"
"2019","5",6179237,"Refrigerated","664.00","10956.00"
"2018","11",6201011,"Canned Goods","464.00","3224.80"
"2018","12",6201011,"Canned Goods","478.00","3322.10"
"2018","12",6201011,"Canned Goods","478.00","3322.10"
"2019","1",6201011,"Canned Goods","502.00","3488.90"
"2019","1",6201011,"Canned Goods","502.00","3488.90"
"2019","2",6201011,"Canned Goods","517.00","3593.15"
"2019","2",6201011,"Canned Goods","517.00","3593.15"
"2019","3",6201011,"Canned Goods","512.00","3558.40"
"2019","3",6201011,"Canned Goods","512.00","3558.40"
"2019","4",6201011,"Canned Goods","527.00","3662.65"
"2019","4",6201011,"Canned Goods","527.00","3662.65"
"2019","5",6201011,"Canned Goods","511.00","3551.45"
"2019","5",6201011,"Canned Goods","511.00","3551.45"
"2018","11",6222265,"Sodas and Drinks","473.00","2833.27"
"2018","12",6222265,"Sodas and Drinks","497.00","2977.03"
"2018","12",6222265,"Sodas and Drinks","497.00","2977.03"
"2019","1",6222265,"Sodas and Drinks","497.00","2977.03"
"2019","1",6222265,"Sodas and Drinks","497.00","2977.03"
"2019","2",6222265,"Sodas and Drinks","502.00","3006.98"
"2019","2",6222265,"Sodas and Drinks","502.00","3006.98"
"2019","3",6222265,"Sodas and Drinks","527.00","3156.73"
"2019","3",6222265,"Sodas and Drinks","527.00","3156.73"
"2019","4",6222265,"Sodas and Drinks","538.00","3222.62"
"2019","4",6222265,"Sodas and Drinks","538.00","3222.62"
"2019","5",6222265,"Sodas and Drinks","576.00","3450.24"
"2019","5",6222265,"Sodas and Drinks","576.00","3450.24"
"2018","11",6263308,"Snacks","499.00","1871.25"
"2018","12",6263308,"Snacks","484.00","1815.00"
"2018","12",6263308,"Snacks","484.00","1815.00"
"2019","1",6263308,"Snacks","479.00","1796.25"
"2019","1",6263308,"Snacks","479.00","1796.25"
"2019","2",6263308,"Snacks","489.00","1833.75"
"2019","2",6263308,"Snacks","489.00","1833.75"
"2019","3",6263308,"Snacks","494.00","1852.50"
"2019","3",6263308,"Snacks","494.00","1852.50"
"2019","4",6263308,"Snacks","489.00","1833.75"
"2019","4",6263308,"Snacks","489.00","1833.75"
"2019","5",6263308,"Snacks","465.00","1743.75"
"2019","5",6263308,"Snacks","465.00","1743.75"
"2018","11",6266473,"Baby","598.00","8073.00"
"2018","12",6266473,"Baby","610.00","8235.00"
"2019","1",6266473,"Baby","604.00","8154.00"
"2019","2",6266473,"Baby","628.00","8478.00"
"2019","3",6266473,"Baby","647.00","8734.50"
"2019","4",6266473,"Baby","660.00","8910.00"
"2019","5",6266473,"Baby","634.00","8559.00"
"2018","12",6276165,"Baby","843.00","5892.57"
"2019","1",6276165,"Baby","851.00","5948.49"
"2019","2",6276165,"Baby","825.00","5766.75"
"2019","3",6276165,"Baby","858.00","5997.42"
"2019","4",6276165,"Baby","892.00","6235.08"
"2019","5",6276165,"Baby","963.00","6731.37"
"2018","11",6286015,"Snacks","388.00","3007.00"
"2018","12",6286015,"Snacks","384.00","2976.00"
"2019","1",6286015,"Snacks","392.00","3038.00"
"2019","2",6286015,"Snacks","380.00","2945.00"
"2019","3",6286015,"Snacks","384.00","2976.00"
"2019","4",6286015,"Snacks","388.00","3007.00"
"2018","11",6289082,"Produce","119.00","2136.05"
"2018","12",6289082,"Produce","121.00","2171.95"
"2018","12",6289082,"Produce","121.00","2171.95"
"2019","1",6289082,"Produce","117.00","2100.15"
"2019","1",6289082,"Produce","117.00","2100.15"
"2019","2",6289082,"Produce","119.00","2136.05"
"2019","2",6289082,"Produce","119.00","2136.05"
"2019","3",6289082,"Produce","119.00","2136.05"
"2019","3",6289082,"Produce","119.00","2136.05"
"2019","4",6289082,"Produce","124.00","2225.80"
"2019","4",6289082,"Produce","124.00","2225.80"
"2019","5",6289082,"Produce","126.00","2261.70"
"2019","5",6289082,"Produce","126.00","2261.70"
"2018","12",6297738,"Freezer","64.00","480.00"
"2019","1",6297738,"Freezer","63.00","472.50"
"2019","2",6297738,"Freezer","62.00","465.00"
"2019","3",6297738,"Freezer","61.00","457.50"
"2019","4",6297738,"Freezer","61.00","457.50"
"2019","5",6297738,"Freezer","58.00","435.00"
"2018","11",6306551,"Snacks","541.00","5680.50"
"2018","12",6306551,"Snacks","541.00","5680.50"
"2019","1",6306551,"Snacks","552.00","5796.00"
"2019","2",6306551,"Snacks","558.00","5859.00"
"2019","3",6306551,"Snacks","552.00","5796.00"
"2019","4",6306551,"Snacks","563.00","5911.50"
"2019","5",6306551,"Snacks","597.00","6268.50"
"2018","12",6325806,"Produce","217.00","3580.50"
"2019","1",6325806,"Produce","226.00","3729.00"
"2019","2",6325806,"Produce","231.00","3811.50"
"2019","3",6325806,"Produce","226.00","3729.00"
"2019","4",6325806,"Produce","233.00","3844.50"
"2019","5",6325806,"Produce","226.00","3729.00"
"2018","11",6335429,"Dairy","810.00","14580.00"
"2018","12",6335429,"Dairy","826.00","14868.00"
"2019","1",6335429,"Dairy","851.00","15318.00"
"2019","2",6335429,"Dairy","868.00","15624.00"
"2019","3",6335429,"Dairy","859.00","15462.00"
"2019","4",6335429,"Dairy","868.00","15624.00"
"2019","5",6335429,"Dairy","894.00","16092.00"
"2018","11",6368704,"Canned Goods","208.00","3640.00"
"2018","12",6368704,"Canned Goods","208.00","3640.00"
"2018","12",6368704,"Canned Goods","208.00","3640.00"
"2019","1",6368704,"Canned Goods","202.00","3535.00"
"2019","1",6368704,"Canned Goods","202.00","3535.00"
"2019","2",6368704,"Canned Goods","212.00","3710.00"
"2019","2",6368704,"Canned Goods","212.00","3710.00"
"2019","3",6368704,"Canned Goods","212.00","3710.00"
"2019","3",6368704,"Canned Goods","212.00","3710.00"
"2019","4",6368704,"Canned Goods","212.00","3710.00"
"2019","4",6368704,"Canned Goods","212.00","3710.00"
"2019","5",6368704,"Canned Goods","216.00","3780.00"
"2019","5",6368704,"Canned Goods","216.00","3780.00"
"2018","11",6391957,"Produce","178.00","712.00"
"2018","12",6391957,"Produce","173.00","692.00"
"2018","12",6391957,"Produce","173.00","692.00"
"2019","1",6391957,"Produce","168.00","672.00"
"2019","1",6391957,"Produce","168.00","672.00"
"2019","2",6391957,"Produce","165.00","660.00"
"2019","2",6391957,"Produce","165.00","660.00"
"2019","3",6391957,"Produce","172.00","688.00"
"2019","3",6391957,"Produce","172.00","688.00"
"2019","4",6391957,"Produce","174.00","696.00"
"2019","4",6391957,"Produce","174.00","696.00"
"2019","5",6391957,"Produce","183.00","732.00"
"2019","5",6391957,"Produce","183.00","732.00"
"2018","11",6399593,"Snacks","17.00","186.15"
"2018","12",6399593,"Snacks","17.00","186.15"
"2018","12",6399593,"Snacks","17.00","186.15"
"2019","1",6399593,"Snacks","17.00","186.15"
"2019","1",6399593,"Snacks","17.00","186.15"
"2019","2",6399593,"Snacks","18.00","197.10"
"2019","2",6399593,"Snacks","18.00","197.10"
"2019","3",6399593,"Snacks","19.00","208.05"
"2019","3",6399593,"Snacks","19.00","208.05"
"2019","4",6399593,"Snacks","19.00","208.05"
"2019","4",6399593,"Snacks","19.00","208.05"
"2019","5",6399593,"Snacks","19.00","208.05"
"2019","5",6399593,"Snacks","19.00","208.05"
"2018","11",6422206,"Produce","44.00","439.56"
"2018","12",6422206,"Produce","45.00","449.55"
"2018","12",6422206,"Produce","45.00","449.55"
"2019","1",6422206,"Produce","45.00","449.55"
"2019","1",6422206,"Produce","45.00","449.55"
"2019","2",6422206,"Produce","44.00","439.56"
"2019","2",6422206,"Produce","44.00","439.56"
"2019","3",6422206,"Produce","44.00","439.56"
"2019","3",6422206,"Produce","44.00","439.56"
"2019","4",6422206,"Produce","44.00","439.56"
"2019","4",6422206,"Produce","44.00","439.56"
"2019","5",6422206,"Produce","46.00","459.54"
"2019","5",6422206,"Produce","46.00","459.54"
"2018","11",6450543,"Produce","159.00","634.41"
"2018","12",6450543,"Produce","167.00","666.33"
"2018","12",6450543,"Produce","167.00","666.33"
"2019","1",6450543,"Produce","172.00","686.28"
"2019","1",6450543,"Produce","172.00","686.28"
"2019","2",6450543,"Produce","174.00","694.26"
"2019","2",6450543,"Produce","174.00","694.26"
"2019","3",6450543,"Produce","176.00","702.24"
"2019","3",6450543,"Produce","176.00","702.24"
"2019","4",6450543,"Produce","171.00","682.29"
"2019","4",6450543,"Produce","171.00","682.29"
"2019","5",6450543,"Produce","185.00","738.15"
"2019","5",6450543,"Produce","185.00","738.15"
"2018","11",6463233,"Freezer","376.00","4136.00"
"2018","12",6463233,"Freezer","380.00","4180.00"
"2018","12",6463233,"Freezer","380.00","4180.00"
"2019","1",6463233,"Freezer","376.00","4136.00"
"2019","1",6463233,"Freezer","376.00","4136.00"
"2019","2",6463233,"Freezer","387.00","4257.00"
"2019","2",6463233,"Freezer","387.00","4257.00"
"2019","3",6463233,"Freezer","399.00","4389.00"
"2019","3",6463233,"Freezer","399.00","4389.00"
"2019","4",6463233,"Freezer","415.00","4565.00"
"2019","4",6463233,"Freezer","415.00","4565.00"
"2019","5",6463233,"Freezer","432.00","4752.00"
"2019","5",6463233,"Freezer","432.00","4752.00"
"2018","11",6487586,"International","266.00","1197.00"
"2018","12",6487586,"International","274.00","1233.00"
"2018","12",6487586,"International","274.00","1233.00"
"2019","1",6487586,"International","274.00","1233.00"
"2019","1",6487586,"International","274.00","1233.00"
"2019","2",6487586,"International","269.00","1210.50"
"2019","2",6487586,"International","269.00","1210.50"
"2019","3",6487586,"International","280.00","1260.00"
"2019","3",6487586,"International","280.00","1260.00"
"2019","4",6487586,"International","294.00","1323.00"
"2019","4",6487586,"International","294.00","1323.00"
"2019","5",6487586,"International","323.00","1453.50"
"2019","5",6487586,"International","323.00","1453.50"
"2018","11",6504784,"Produce","381.00","5314.95"
"2018","12",6504784,"Produce","385.00","5370.75"
"2018","12",6504784,"Produce","385.00","5370.75"
"2019","1",6504784,"Produce","381.00","5314.95"
"2019","1",6504784,"Produce","381.00","5314.95"
"2019","2",6504784,"Produce","381.00","5314.95"
"2019","2",6504784,"Produce","381.00","5314.95"
"2019","3",6504784,"Produce","373.00","5203.35"
"2019","3",6504784,"Produce","373.00","5203.35"
"2019","4",6504784,"Produce","380.00","5301.00"
"2019","4",6504784,"Produce","380.00","5301.00"
"2019","5",6504784,"Produce","376.00","5245.20"
"2019","5",6504784,"Produce","376.00","5245.20"
"2018","11",6539630,"Produce","70.00","1452.50"
"2018","12",6539630,"Produce","70.00","1452.50"
"2018","12",6539630,"Produce","70.00","1452.50"
"2019","1",6539630,"Produce","72.00","1494.00"
"2019","1",6539630,"Produce","72.00","1494.00"
"2019","2",6539630,"Produce","75.00","1556.25"
"2019","2",6539630,"Produce","75.00","1556.25"
"2019","3",6539630,"Produce","74.00","1535.50"
"2019","3",6539630,"Produce","74.00","1535.50"
"2019","4",6539630,"Produce","77.00","1597.75"
"2019","4",6539630,"Produce","77.00","1597.75"
"2019","5",6539630,"Produce","77.00","1597.75"
"2019","5",6539630,"Produce","77.00","1597.75"
"2018","11",6548967,"Freezer","894.00","14295.06"
"2018","12",6548967,"Freezer","939.00","15014.61"
"2018","12",6548967,"Freezer","939.00","15014.61"
"2019","1",6548967,"Freezer","930.00","14870.70"
"2019","1",6548967,"Freezer","930.00","14870.70"
"2019","2",6548967,"Freezer","921.00","14726.79"
"2019","2",6548967,"Freezer","921.00","14726.79"
"2019","3",6548967,"Freezer","939.00","15014.61"
"2019","3",6548967,"Freezer","939.00","15014.61"
